brand,model_year,mileage_km,engine_power_hp,engine_capacity_cc,fuel_type,transmission,damage_score,price_usd
Mercedes-Benz,2019,82819.0,356.0,3.5,Gasoline,Manual,1,45800.85
Toyota,2014,213340.0,282.0,3.4,Diesel,Manual,0,26544.65
Ford,2019,63388.0,307.0,3.1,Gasoline,Manual,0,33763.37
Mercedes-Benz,2022,43346.0,204.0,2.5,Gasoline,Automatic,0,45726.99
Audi,2010,153163.0,157.0,2.4,Gasoline,Automatic,0,15134.78
Ford,2018,120238.0,388.0,4.1,Diesel,Automatic,0,44297.81
Volkswagen,2010,147280.0,414.0,4.0,Gasoline,Manual,0,39382.58
Toyota,2017,131399.0,164.0,2.4,Hybrid,Manual,0,17481.47
Hyundai,2018,101168.0,192.0,2.3,Diesel,Automatic,1,16786.43
Honda,2018,149000.0,386.0,3.7,Diesel,Manual,1,33661.07
Audi,2010,199729.0,267.0,2.7,Diesel,Automatic,0,26623.85
BMW,2011,208462.0,304.0,3.3,Gasoline,Automatic,2,22450.86
Volkswagen,2021,45071.0,404.0,4.1,Diesel,Automatic,2,40227.94
Volkswagen,2022,39082.0,128.0,1.8,Electric,Automatic,0,28350.09
Honda,2010,214410.0,348.0,3.5,Diesel,Automatic,0,33250.14
Toyota,2019,55027.0,293.0,3.6,Electric,Manual,0,39662.0
Honda,2011,119491.0,96.0,1.9,Diesel,Automatic,1,6281.32
Honda,2019,94554.0,138.0,1.8,Gasoline,Automatic,1,12507.99
Mercedes-Benz,2021,56349.0,115.0,2.0,Gasoline,Manual,0,29556.42
Ford,2017,98796.0,250.0,2.6,Diesel,Automatic,1,23622.44
Toyota,2014,126373.0,265.0,2.3,Gasoline,Manual,0,21375.42
Hyundai,2021,44779.0,168.0,2.2,Gasoline,Manual,0,17588.66
Audi,2020,71370.0,91.0,2.0,Hybrid,Manual,1,17924.95
Audi,2016,143721.0,221.0,2.9,Gasoline,Automatic,1,22930.93
Hyundai,2011,93656.0,365.0,3.7,Gasoline,Automatic,0,34975.81
Toyota,2017,146350.0,206.0,2.4,Hybrid,Automatic,0,20962.42
Ford,2020,87312.0,253.0,2.9,Hybrid,Manual,2,21971.48
BMW,2015,50979.0,377.0,3.6,Gasoline,Automatic,0,49366.23
BMW,2017,149684.0,117.0,1.7,Hybrid,Automatic,1,17224.88
Toyota,2010,269436.0,90.0,1.9,Hybrid,Automatic,0,3500.0
Mercedes-Benz,2024,13469.0,277.0,2.9,Gasoline,Manual,0,57757.64
Honda,2010,139630.0,145.0,2.3,Gasoline,Manual,0,10189.42
Honda,2021,67344.0,124.0,1.8,Gasoline,Manual,0,15820.47
Volkswagen,2016,123867.0,201.0,2.8,Diesel,Automatic,1,18801.09
Volkswagen,2017,136891.0,375.0,3.4,Gasoline,Automatic,0,41269.3
Volkswagen,2022,62275.0,399.0,3.7,Electric,Automatic,0,60741.99
Toyota,2012,199151.0,125.0,1.9,Diesel,Automatic,0,6884.83
Mercedes-Benz,2014,118840.0,306.0,2.8,Diesel,Automatic,0,39261.75
Honda,2021,50238.0,169.0,1.7,Electric,Automatic,2,23194.54
Toyota,2010,176075.0,403.0,3.5,Hybrid,Automatic,1,39346.45
Audi,2016,139604.0,172.0,2.2,Gasoline,Manual,0,19826.68
Audi,2014,124448.0,154.0,2.0,Gasoline,Manual,1,15295.8
Mercedes-Benz,2017,100002.0,414.0,4.0,Diesel,Automatic,1,51600.38
Mercedes-Benz,2022,20385.0,217.0,2.5,Gasoline,Automatic,1,44357.71
BMW,2017,109744.0,396.0,3.9,Diesel,Manual,0,51243.01
Volkswagen,2018,99517.0,111.0,1.7,Diesel,Automatic,0,12392.66
Toyota,2016,34323.0,305.0,3.3,Hybrid,Automatic,0,40629.86
Ford,2020,71957.0,196.0,2.5,Gasoline,Automatic,1,20129.37
Ford,2010,204974.0,198.0,2.3,Diesel,Automatic,1,12681.06
Honda,2022,39117.0,270.0,3.0,Gasoline,Automatic,0,36624.7
BMW,2012,268984.0,253.0,2.8,Diesel,Automatic,0,23467.87
Volkswagen,2017,134888.0,157.0,1.8,Gasoline,Manual,0,15564.31
Toyota,2012,133291.0,381.0,3.9,Hybrid,Automatic,0,43798.33
Honda,2017,128842.0,269.0,2.7,Gasoline,Automatic,3,18441.03
BMW,2010,272041.0,,3.1,Diesel,Automatic,0,21602.8
Toyota,2014,150760.0,258.0,2.9,Gasoline,Automatic,0,25085.21
Mercedes-Benz,2013,187781.0,111.0,1.8,Gasoline,Manual,3,8823.86
Volkswagen,2014,165520.0,155.0,1.7,Diesel,Automatic,0,13074.07
Volkswagen,2017,53518.0,110.0,2.1,Gasoline,Manual,1,13276.02
Volkswagen,2019,84656.0,189.0,2.3,Gasoline,Automatic,0,24081.81
Mercedes-Benz,2024,9552.0,389.0,3.9,Gasoline,Automatic,0,74645.61
Ford,2023,36451.0,192.0,2.3,Diesel,Automatic,0,27207.61
BMW,2013,176735.0,136.0,1.9,Diesel,Automatic,1,12114.21
Volkswagen,2020,59499.0,128.0,2.0,Gasoline,Automatic,0,18958.13
Honda,2013,159612.0,374.0,3.7,Diesel,Manual,0,33617.12
Mercedes-Benz,2024,15119.0,399.0,3.8,Gasoline,Automatic,1,67887.21
Mercedes-Benz,2012,171677.0,179.0,2.3,Diesel,Manual,0,18051.66
BMW,2016,105450.0,174.0,2.3,Gasoline,Automatic,0,27309.28
Mercedes-Benz,2012,164999.0,362.0,3.7,Diesel,Manual,0,37410.14
Mercedes-Benz,2021,70768.0,277.0,3.0,Gasoline,Automatic,0,50526.41
BMW,2012,207001.0,248.0,2.9,Electric,Automatic,1,27209.3
Mercedes-Benz,2020,68436.0,332.0,3.3,Gasoline,Automatic,1,49294.92
BMW,2019,83999.0,162.0,2.6,Gasoline,Automatic,3,18743.34
BMW,2014,132875.0,138.0,2.3,Gasoline,Automatic,1,15907.85
Volkswagen,2014,145518.0,190.0,2.5,Hybrid,Automatic,0,20188.7
BMW,2023,24459.0,91.0,1.3,Diesel,Automatic,2,24029.39
Toyota,2015,137532.0,333.0,3.5,Diesel,Automatic,0,34698.52
Audi,2017,150036.0,265.0,2.8,Hybrid,Automatic,0,36799.95
Mercedes-Benz,2019,58169.0,327.0,3.1,Hybrid,Automatic,0,58668.93
Toyota,2015,111440.0,148.0,2.0,Diesel,Automatic,0,14017.84
Mercedes-Benz,2024,5349.0,188.0,2.2,Gasoline,Automatic,1,47234.14
Toyota,2021,28093.0,91.0,1.8,Hybrid,Automatic,0,20006.0
Ford,2010,204858.0,332.0,3.7,Gasoline,Automatic,0,29353.27
BMW,2024,1000.0,386.0,3.9,Diesel,Manual,0,68986.78
Toyota,2017,163768.0,300.0,3.7,Diesel,Automatic,0,33155.81
Mercedes-Benz,2017,99740.0,212.0,2.2,Diesel,Automatic,0,31260.8
Mercedes-Benz,2018,127028.0,318.0,3.2,Diesel,Automatic,1,40496.01
Volkswagen,2018,117226.0,171.0,2.0,Diesel,Automatic,0,17723.43
Toyota,2011,192991.0,233.0,2.9,Electric,Manual,1,21498.06
Honda,2024,21467.0,229.0,2.6,Gasoline,Manual,0,34033.23
Volkswagen,2011,213110.0,118.0,1.9,Gasoline,Automatic,0,6405.85
Hyundai,2012,257345.0,359.0,3.7,Diesel,Automatic,1,25884.03
Volkswagen,2010,284138.0,336.0,3.1,Electric,Automatic,2,26042.85
Honda,2013,179437.0,101.0,1.6,Gasoline,Automatic,0,4287.04
Volkswagen,2023,32155.0,195.0,2.6,Gasoline,Automatic,1,30883.1
Volkswagen,2013,190500.0,121.0,1.8,Gasoline,Automatic,3,5884.43
Mercedes-Benz,2023,17473.0,163.0,1.8,Gasoline,Automatic,3,27537.64
Toyota,2018,98930.0,260.0,2.7,Hybrid,Automatic,1,29599.67
Mercedes-Benz,2018,123648.0,158.0,2.1,Diesel,Automatic,1,21847.54
Volkswagen,2018,137452.0,390.0,3.8,Diesel,Manual,0,39642.53
Hyundai,2019,71653.0,226.0,2.6,Diesel,Automatic,2,18524.96
Ford,2016,141987.0,189.0,2.2,Diesel,Automatic,0,18151.18
Volkswagen,2023,31073.0,235.0,2.9,Gasoline,Automatic,3,24549.99
Audi,2024,10841.0,98.0,1.7,Gasoline,Automatic,0,37172.67
Toyota,2011,220018.0,151.0,2.1,Diesel,Automatic,0,9679.7
Audi,2019,85750.0,274.0,2.8,Gasoline,Manual,0,37969.63
BMW,2014,180830.0,118.0,2.1,Gasoline,Automatic,0,11576.11
Toyota,2013,221172.0,203.0,2.4,Gasoline,Manual,0,15986.7
Honda,2021,65076.0,,2.7,Gasoline,Automatic,0,28419.33
BMW,2020,73780.0,209.0,2.7,Gasoline,Automatic,1,35841.2
Toyota,2017,165604.0,259.0,2.9,Diesel,Automatic,1,24503.96
Volkswagen,2011,254696.0,,2.8,Gasoline,Manual,0,21924.63
Ford,2015,130519.0,349.0,3.1,Hybrid,Manual,1,32744.06
Volkswagen,2022,23680.0,171.0,2.4,Gasoline,Manual,0,27761.65
Toyota,2014,108959.0,331.0,3.4,Diesel,Manual,0,32145.98
Mercedes-Benz,2024,23867.0,261.0,3.0,Hybrid,Automatic,1,57908.86
Hyundai,2021,48664.0,320.0,3.3,Electric,Automatic,2,32034.79
Hyundai,2011,141183.0,297.0,3.0,Hybrid,Automatic,0,27300.15
BMW,2020,54518.0,164.0,2.4,Gasoline,Manual,0,31737.08
Toyota,2019,75474.0,359.0,3.6,Gasoline,Automatic,0,43548.71
